,Unnamed: 0,iata_code,name,coordinates,iso_region,average_wait,max_wait,min_wait,obs_count
507,26045,KCR,Colorado Creek Airport,"-155.988998413, 63.5676994324",US-AK,na,na,na,na
508,26046,CRE,Grand Strand Airport,"-78.72389984130001, 33.8116989136",US-SC,na,na,na,na
509,26047,CRG,Jacksonville Executive at Craig Airport,"-81.51439666750001, 30.3362998962",US-FL,na,na,na,na
510,26048,CRO,Corcoran Airport,"-119.595001, 36.102502",US-CA,na,na,na,na
511,26049,CRP,Corpus Christi International Airport,"-97.5011978149414, 27.77039909362793",US-TX,na,na,na,0
512,26050,CLD,Mc Clellan-Palomar Airport,"-117.2799988, 33.12829971",US-CA,na,na,na,na
513,26051,CRS,C David Campbell Field Corsicana Municipal Airport,"-96.4005966187, 32.0280990601",US-TX,na,na,na,na
514,26052,CRT,Z M Jack Stell Field,"-91.8802032471, 33.1782989502",US-AR,na,na,na,na
515,26053,CRW,Yeager Airport,"-81.59320068359375, 38.37310028076172",US-WV,na,na,na,0
516,26054,CRX,Roscoe Turner Airport,"-88.6035003662, 34.9150009155",US-MS,na,na,na,na
517,26057,CSG,Columbus Metropolitan Airport,"-84.93890380859375, 32.516300201416016",US-GA,na,na,na,0
518,26058,CSM,Clinton Sherman Airport,"-99.20050048830001, 35.3398017883",US-OK,na,na,na,na
519,26059,CSQ,Creston Municipal Airport,"-94.36329650879999, 41.021400451699996",US-IA,na,na,na,na
520,26060,CSV,Crossville Memorial Whitson Field,"-85.08499908450001, 35.9513015747",US-TN,na,na,na,na
521,26061,CTB,Cut Bank International Airport,"-112.375999451, 48.6083984375",US-MT,na,na,na,na
522,26064,CTY,Cross City Airport,"-83.10479736330001, 29.6354999542",US-FL,na,na,na,na
523,26065,CTZ,Sampson County Airport,"-78.3646011353, 34.9756011963",US-NC,na,na,na,na
524,26066,CUB,Jim Hamilton L.B. Owens Airport,"-80.9952011108, 33.970500946",US-SC,na,na,na,na
525,26067,CUH,Cushing Municipal Airport,"-96.7731018066, 35.9499015808",US-OK,na,na,na,na
526,26071,CVG,Cincinnati Northern Kentucky International Airport,"-84.6678009033, 39.0488014221",US-KY,3.2,6,1,10
527,26072,CKK,Sharp County Regional Airport,"-91.56259918, 36.26490021",US-AR,na,na,na,na
528,26073,CVN,Clovis Municipal Airport,"-103.07900238, 34.4250984192",US-NM,na,na,na,na
529,26074,CVO,Corvallis Municipal Airport,"-123.2900009, 44.49720001",US-OR,na,na,na,na
530,26075,CVS,Cannon Air Force Base,"-103.321998596, 34.3828010559",US-NM,na,na,na,na
531,26077,CWA,Central Wisconsin Airport,"-89.6668014526, 44.7775993347",US-WI,na,na,na,0
532,26078,KIP,Kickapoo Downtown Airport,"-98.49040222, 33.85779953",US-TX,na,na,na,na
533,26079,CWF,Chennault International Airport,"-93.14320373540001, 30.2105998993",US-LA,na,na,na,na
534,26080,CWI,Clinton Municipal Airport,"-90.3291015625, 41.8311004639",US-IA,na,na,na,na
535,26085,CXL,Calexico International Airport,"-115.513000488, 32.6694984436",US-CA,na,na,na,na
536,26086,CXO,Conroe-North Houston Regional Airport,"-95.414497, 30.351801",US-TX,na,na,na,na
537,26087,CSN,Carson Airport,"-119.73400116, 39.192199707",US-NV,na,na,na,na
538,26090,HAR,Capital City Airport,"-76.85150146480001, 40.2170982361",US-PA,na,na,na,na
539,26092,CYS,Cheyenne Regional Jerry Olson Field,"-104.8119965, 41.15570068",US-WY,na,na,na,0
540,26098,CZT,Dimmit County Airport,"-99.823600769, 28.522199630699998",US-TX,na,na,na,na
541,26118,VEX,Tioga Municipal Airport,"-102.8980026, 48.38050079",US-ND,na,na,na,na
542,26127,DAA,Davison Army Air Field,"-77.1809997559, 38.715000152600005",US-VA,na,na,na,na
543,26128,DAB,Daytona Beach International Airport,"-81.058098, 29.179899",US-FL,na,na,na,0
544,26130,DAG,Barstow Daggett Airport,"-116.7870026, 34.85369873",US-CA,na,na,na,na
545,26131,DAL,Dallas Love Field,"-96.851799, 32.847099",US-TX,3.052631579,6,1,19
546,26132,DAN,Danville Regional Airport,"-79.33609771728516, 36.572898864746094",US-VA,na,na,na,na
547,26134,DAY,James M Cox Dayton International Airport,"-84.21939849853516, 39.902400970458984",US-OH,3,3,3,1
548,26135,DBN,W H 'Bud' Barron Airport,"-82.98529816, 32.56439972",US-GA,na,na,na,na
549,26136,DBQ,Dubuque Regional Airport,"-90.70950317, 42.40200043",US-IA,na,na,na,0
550,26137,DCA,Ronald Reagan Washington National Airport,"-77.037697, 38.8521",US-DC,17.96,100,1,25
551,26139,DCU,Pryor Field Regional Airport,"-86.94539642330001, 34.652698516799994",US-AL,na,na,na,na
552,26141,DDC,Dodge City Regional Airport,"-99.9655990600586, 37.76340103149414",US-KS,na,na,na,0
553,26143,DEC,Decatur Airport,"-88.8656997680664, 39.834598541259766",US-IL,na,na,na,0
554,26145,DEH,Decorah Municipal Airport,"-91.73940277, 43.27550125",US-IA,na,na,na,na
555,26146,DEN,Denver International Airport,"-104.672996521, 39.861698150635",US-CO,2.8,6,1,25
556,26148,DET,Coleman A. Young Municipal Airport,"-83.00990295, 42.40919876",US-MI,na,na,na,na
557,26150,DFI,Defiance Memorial Airport,"-84.4288024902, 41.3375015259",US-OH,na,na,na,na
558,26151,DFW,Dallas Fort Worth International Airport,"-97.03800201416016, 32.89680099487305",US-TX,5,5,5,1
559,26152,DGL,Douglas Municipal Airport,"-109.505996704, 31.3425998688",US-AZ,na,na,na,na
560,26153,DGW,Converse County Airport,"-105.3860016, 42.79719925",US-WY,na,na,na,na
561,26154,DHN,Dothan Regional Airport,"-85.44960021972656, 31.321300506591797",US-AL,na,na,na,0
562,26155,DHT,Dalhart Municipal Airport,"-102.54699707, 36.0225982666",US-TX,na,na,na,na
563,26157,DIK,Dickinson Theodore Roosevelt Regional Airport,"-102.802001953, 46.7974014282",US-ND,na,na,na,0
564,26159,DKK,Chautauqua County-Dunkirk Airport,"-79.27200317, 42.49330139",US-NY,na,na,na,na
565,26162,DLL,Dillon County Airport,"-79.368598938, 34.4491004944",US-SC,na,na,na,na
566,26163,DLF,Laughlin Air Force Base,"-100.777999878, 29.359500885",US-TX,na,na,na,na
567,26164,DLH,Duluth International Airport,"-92.19360351559999, 46.8420982361",US-MN,na,na,na,0
568,26166,DLN,Dillon Airport,"-112.553001404, 45.255401611299995",US-MT,na,na,na,na
569,26168,DLS,Columbia Gorge Regional the Dalles Municipal Airport,"-121.166999817, 45.6184997559",US-OR,na,na,na,na
570,26170,DMA,Davis Monthan Air Force Base,"-110.883003235, 32.1665000916",US-AZ,na,na,na,na
571,26171,DMN,Deming Municipal Airport,"-107.721000671, 32.262298584",US-NM,na,na,na,na
572,26172,DMO,Sedalia Memorial Airport,"-93.17590332030001, 38.70740127559999",US-MO,na,na,na,na
573,26174,DNL,Daniel Field,"-82.0393981934, 33.4664993286",US-GA,na,na,na,na
574,26175,DNN,Dalton Municipal Airport,"-84.87020111, 34.72290039",US-GA,na,na,na,na
575,26176,DNS,Denison Municipal Airport,"-95.38069916, 41.9864006",US-IA,na,na,na,na
576,26177,DNV,Vermilion Regional Airport,"-87.59590149, 40.19919968",US-IL,na,na,na,na
577,26178,DOV,Dover Air Force Base,"-75.46600342, 39.12950134",US-DE,na,na,na,na
578,26180,DPA,Dupage Airport,"-88.24859619, 41.90779877",US-IL,na,na,na,na
579,26181,DPG,Michael AAF (Dugway Proving Ground) Airport,"-112.9369965, 40.19940186",US-UT,na,na,na,na
580,26185,DRA,Desert Rock Airport,"-116.032997, 36.6194",US-NV,na,na,na,na
581,26186,DRI,Beauregard Regional Airport,"-93.33989715579999, 30.8316993713",US-LA,na,na,na,na
582,26187,DRE,Drummond Island Airport,"-83.74389648440001, 46.0093002319",US-MI,na,na,na,na
583,26188,DRO,Durango La Plata County Airport,"-107.753997803, 37.1515007019",US-CO,na,na,na,0
584,26190,DRT,Del Rio International Airport,"-100.927001953, 29.3742008209",US-TX,na,na,na,0
585,26192,DSM,Des Moines International Airport,"-93.66310119628906, 41.534000396728516",US-IA,2.6,5,2,5
586,26193,DSV,Dansville Municipal Airport,"-77.7130966187, 42.570899963399995",US-NY,na,na,na,na
587,26194,DTA,Delta Municipal Airport,"-112.508003235, 39.3805999756",US-UT,na,na,na,na
588,26195,DTL,Detroit Lakes Airport - Wething Field,"-95.88569641, 46.82519913",US-MN,na,na,na,na
589,26196,DTN,Shreveport Downtown Airport,"-93.7450027466, 32.5401992798",US-LA,na,na,na,na
590,26198,DSI,Destin Executive Airport,"-86.47149658, 30.40010071",US-FL,na,na,na,na
591,26199,DTW,Detroit Metropolitan Wayne County Airport,"-83.35340118408203, 42.212398529052734",US-MI,2.882352941,8,1,17
592,26200,DUA,Eaker Field,"-96.39450073, 33.94229889",US-OK,na,na,na,na
593,26201,DUC,Halliburton Field,"-97.9598999, 34.47090149",US-OK,na,na,na,na
594,26202,DUG,Bisbee Douglas International Airport,"-109.603996277, 31.4689998627",US-AZ,na,na,na,na
595,26204,DUJ,DuBois Regional Airport,"-78.8986969, 41.17829895",US-PA,na,na,na,0
596,26207,DVL,Devils Lake Regional Airport,"-98.90879822, 48.11420059",US-ND,na,na,na,0
597,26208,DVN,Davenport Municipal Airport,"-90.58830261, 41.61029816",US-IA,na,na,na,na
598,26209,NOT,Marin County Airport - Gnoss Field,"-122.55599975586, 38.143600463867",US-CA,na,na,na,na
599,26210,NSL,Slayton Municipal Airport,"-95.782600402832, 43.986801147461",US-MN,na,na,na,na
600,26211,DVT,Phoenix Deer Valley Airport,"-112.083000183, 33.6883010864",US-AZ,na,na,na,na
601,26214,DWF,Wright Field,"-84.10444444439999, 39.78",US-OH,na,na,na,na
602,26215,DWH,David Wayne Hooks Memorial Airport,"-95.55280303960001, 30.0618000031",US-TX,na,na,na,na
603,26218,DXR,Danbury Municipal Airport,"-73.48220062259999, 41.371498107899995",US-CT,na,na,na,na
604,26222,DYL,Doylestown Airport,"-75.1222991943, 40.3330001831",US-PA,na,na,na,na
605,26224,DYS,Dyess Air Force Base,"-99.854598999, 32.4207992554",US-TX,na,na,na,na
606,26537,MIF,Roy Hurd Memorial Airport,"-102.90899658203, 31.582500457764",US-TX,na,na,na,na
607,26541,CCG,Crane County Airport,"-102.362998962, 31.415100097699998",US-TX,na,na,na,na
608,26542,ESO,Ohkay Owingeh Airport,"-106.04599762, 36.0299987793",US-NM,na,na,na,na
609,26545,WTR,Whiteriver Airport,"-109.9869995, 33.8125",US-AZ,na,na,na,na
610,26551,ALE,Alpine Casparis Municipal Airport,"-103.683998108, 30.384199142499998",US-TX,na,na,na,na
611,26556,BGT,Bagdad Airport,"-113.169998169, 34.5959014893",US-AZ,na,na,na,na
612,26570,EAN,Phifer Airfield,"-104.929001, 42.0555",US-WY,na,na,na,na
613,26571,EAR,Kearney Regional Airport,"-99.00679779, 40.72700119",US-NE,na,na,na,0
614,26572,EAT,Pangborn Memorial Airport,"-120.207000732, 47.3988990784",US-WA,na,na,na,0
615,26573,EAU,Chippewa Valley Regional Airport,"-91.48429870605469, 44.86579895019531",US-WI,1,1,1,1
616,26574,KEB,Nanwalek Airport,"-151.925003052, 59.3521003723",US-AK,na,na,na,na
617,26577,EBS,Webster City Municipal Airport,"-93.86889648, 42.43659973",US-IA,na,na,na,na
618,26579,ECG,Elizabeth City Regional Airport & Coast Guard Air Station,"-76.17459869, 36.26060104",US-NC,na,na,na,na
619,26580,ECP,Northwest Florida Beaches International Airport,"-85.795414, 30.357106",US-FL,na,na,na,0
620,26581,ECS,Mondell Field,"-104.318001, 43.885399",US-WY,na,na,na,na
621,26584,EDE,Northeastern Regional Airport,"-76.56710052490001, 36.027698516799994",US-NC,na,na,na,na
622,26587,ETS,Enterprise Municipal Airport,"-85.89990234, 31.29969978",US-AL,na,na,na,na
623,26589,EDW,Edwards Air Force Base,"-117.884003, 34.905399",US-CA,na,na,na,na
624,26590,EED,Needles Airport,"-114.623001099, 34.7663002014",US-CA,na,na,na,na
625,26591,EEN,Dillant Hopkins Airport,"-72.27079772949219, 42.898399353027344",US-NH,na,na,na,na
626,26595,EFD,Ellington Airport,"-95.1587982178, 29.607299804700002",US-TX,na,na,na,na
627,26596,EFK,Newport State Airport,"-72.2292022705, 44.8888015747",US-VT,na,na,na,na
628,26598,EFW,Jefferson Municipal Airport,"-94.34259796, 42.0102005",US-IA,na,na,na,na
629,26600,EGE,Eagle County Regional Airport,"-106.9179993, 39.64260101",US-CO,na,na,na,0
630,26601,EGI,Duke Field,"-86.52290344, 30.65040016",US-FL,na,na,na,na
631,26604,EGV,Eagle River Union Airport,"-89.26830291750001, 45.932300567599995",US-WI,na,na,na,na
632,26611,KEK,Ekwok Airport,"-157.4709930419922, 59.3568000793457",US-AK,na,na,na,na
633,26612,EKA,Murray Field,"-124.112998962, 40.803398132299996",US-CA,na,na,na,na
634,26613,EKI,Elkhart Municipal Airport,"-86.00319671630001, 41.7193984985",US-IN,na,na,na,na
635,26614,EKN,Elkins-Randolph Co-Jennings Randolph Field,"-79.85710144, 38.88940048",US-WV,na,na,na,na
636,26615,EKO,Elko Regional Airport,"-115.79199981689453, 40.82490158081055",US-NV,na,na,na,0
637,26618,EKX,Addington Field,"-85.9250030518, 37.686000824",US-KY,na,na,na,na
638,26620,ELA,Eagle Lake Airport,"-96.3218994141, 29.600599288900003",US-TX,na,na,na,na
639,26621,ELD,South Arkansas Regional At Goodwin Field,"-92.81330108642578, 33.22100067138672",US-AR,na,na,na,0
640,26622,ELK,Elk City Regional Business Airport,"-99.39430237, 35.43080139",US-OK,na,na,na,na
641,26623,ELM,Elmira Corning Regional Airport,"-76.8916015625, 42.1599006652832",US-NY,1,1,1,1
642,26624,ELN,Bowers Field,"-120.5309982, 47.03300095",US-WA,na,na,na,na
643,26625,LYU,Ely Municipal Airport,"-91.83070374, 47.82450104",US-MN,na,na,na,na
644,26626,ELP,El Paso International Airport,"-106.3779984, 31.80719948",US-TX,1.714285714,4,1,7
645,26627,ELY,Ely Airport Yelland Field,"-114.8420029, 39.29970169",US-NV,na,na,na,0
646,26628,ELZ,"Wellsville Municipal Arpt,Tarantine Field","-77.98999786, 42.10950089",US-NY,na,na,na,na
647,26629,EMM,Kemmerer Municipal Airport,"-110.556999207, 41.82410049439999",US-WY,na,na,na,na
648,26630,EMP,Emporia Municipal Airport,"-96.19120025630001, 38.3320999146",US-KS,na,na,na,na
649,26631,EMT,El Monte Airport,"-118.035003662, 34.086101532",US-CA,na,na,na,na
650,26633,END,Vance Air Force Base,"-97.9164962769, 36.339199066199996",US-OK,na,na,na,na
651,26634,ENL,Centralia Municipal Airport,"-89.0911026001, 38.515098571799996",US-IL,na,na,na,na
652,26635,ENV,Wendover Airport,"-114.03099823, 40.7187004089",US-UT,na,na,na,0
653,26636,ENW,Kenosha Regional Airport,"-87.92780304, 42.59569931",US-WI,na,na,na,na
654,26638,EOK,Keokuk Municipal Airport,"-91.4284973145, 40.459899902299995",US-IA,na,na,na,na
655,26641,EPH,Ephrata Municipal Airport,"-119.5159988, 47.30759811",US-WA,na,na,na,na
656,26643,EDK,Captain Jack Thomas El Dorado Airport,"-96.81759643550001, 37.7741012573",US-KS,na,na,na,na
657,26645,ERI,Erie International Tom Ridge Field,"-80.1738667488, 42.0831270134",US-PA,na,na,na,0
658,26646,ERR,Errol Airport,"-71.1641998291, 44.7924995422",US-NH,na,na,na,na
659,26647,ERV,Kerrville Municipal Louis Schreiner Field,"-99.08570098879999, 29.9766998291",US-TX,na,na,na,na
660,26649,ESC,Delta County Airport,"-87.0936965942, 45.7226982117",US-MI,1,1,1,1
661,26650,ESF,Esler Regional Airport,"-92.2957992554, 31.3948993683",US-LA,na,na,na,0
662,26651,ESN,Easton Newnam Field,"-76.06900024410001, 38.8041992188",US-MD,na,na,na,na
663,26652,EST,Estherville Municipal Airport,"-94.74639893, 43.40739822",US-IA,na,na,na,na
664,26653,ESW,Easton State Airport,"-121.185997009, 47.2541999817",US-WA,na,na,na,na
665,26654,ETB,West Bend Municipal Airport,"-88.1278991699, 43.4221992493",US-WI,na,na,na,na
666,26657,ETN,Eastland Municipal Airport,"-98.80979919430001, 32.4135017395",US-TX,na,na,na,na
667,26658,EUF,Weedon Field,"-85.1288986206, 31.9512996674",US-AL,na,na,na,na
668,26659,EUG,Mahlon Sweet Field,"-123.21199798583984, 44.12459945678711",US-OR,na,na,na,0
669,26662,EVM,Eveleth Virginia Municipal Airport,"-92.49849701, 47.42509842",US-MN,na,na,na,na
670,26664,EVV,Evansville Regional Airport,"-87.5324020386, 38.0369987488",US-IN,na,na,na,0
671,26665,EVW,Evanston-Uinta County Airport-Burns Field,"-111.0350037, 41.27479935",US-WY,na,na,na,na
672,26667,EWB,New Bedford Regional Airport,"-70.95690155029297, 41.67610168457031",US-MA,na,na,na,na
673,26668,EWK,Newton City-County Airport,"-97.2744979858, 38.058200836199994",US-KS,na,na,na,na
674,26669,EWN,Coastal Carolina Regional Airport,"-77.04290008539999, 35.0730018616",US-NC,na,na,na,0
675,26670,EWR,Newark Liberty International Airport,"-74.168701171875, 40.692501068115234",US-NJ,2.8,6,1,25
676,26676,EYW,Key West International Airport,"-81.75959777832031, 24.556100845336914",US-FL,na,na,na,0
677,26686,WIB,Wilbarger County Airport,"-99.2837982178, 34.2257003784",US-TX,na,na,na,na
678,26717,RBK,French Valley Airport,"-117.127998352, 33.5741996765",US-CA,na,na,na,na
679,26731,FAF,Felker Army Air Field,"-76.60880279540001, 37.132499694799996",US-VA,na,na,na,na
680,26732,FAM,Farmington Regional Airport,"-90.4285965, 37.76110077",US-MO,na,na,na,na
681,26733,FAR,Hector International Airport,"-96.81580352783203, 46.92070007324219",US-ND,1.5,2,1,2
682,26734,FAT,Fresno Yosemite International Airport,"-119.71800231933594, 36.77619934082031",US-CA,1.5,2,1,2
683,26735,FAY,Fayetteville Regional Grannis Field,"-78.88030242919922, 34.9911994934082",US-NC,na,na,na,0
684,26736,FBG,Simmons Army Air Field,"-78.93669891, 35.13180161",US-NC,na,na,na,na
685,26737,FBL,Faribault Municipal Airport,"-93.310798645, 44.3246994019",US-MN,na,na,na,na
686,26738,FBR,Fort Bridger Airport,"-110.406997681, 41.3918991089",US-WY,na,na,na,na
687,26739,FBY,Fairbury Municipal Airport,"-97.16929626459999, 40.182998657199995",US-NE,na,na,na,na
688,26740,FCH,Fresno Chandler Executive Airport,"-119.8199997, 36.73239899",US-CA,na,na,na,na
689,26742,FCM,Flying Cloud Airport,"-93.45709991460001, 44.8272018433",US-MN,na,na,na,na
690,26743,FCS,Butts AAF (Fort Carson) Air Field,"-104.7570038, 38.67839813",US-CO,na,na,na,na
691,26744,FCT,Vagabond Army Heliport,"-120.45400238, 46.66650009159999",US-WA,na,na,na,na
692,26745,FCY,Forrest City Municipal Airport,"-90.7750015259, 34.942001342800005",US-AR,na,na,na,na
693,26746,FDK,Frederick Municipal Airport,"-77.3742980957, 39.417598724399994",US-MD,na,na,na,na
694,26747,FDR,Frederick Regional Airport,"-98.98390198, 34.35200119",US-OK,na,na,na,na
695,26749,FDY,Findlay Airport,"-83.66870117190001, 41.013500213600004",US-OH,na,na,na,na
696,26750,FEP,Albertus Airport,"-89.58200073239999, 42.2462005615",US-IL,na,na,na,na
697,26752,FET,Fremont Municipal Airport,"-96.52020264, 41.44910049",US-NE,na,na,na,na
698,26753,FFA,First Flight Airport,"-75.67130279540001, 36.0181999207",US-NC,na,na,na,na
699,26755,FFL,Fairfield Municipal Airport,"-91.9788970947, 41.0532989502",US-IA,na,na,na,na
700,26756,FFM,Fergus Falls Municipal Airport - Einar Mickelson Field,"-96.15670013, 46.28440094",US-MN,na,na,na,na
701,26757,FFO,Wright-Patterson Air Force Base,"-84.0483016968, 39.8260993958",US-OH,na,na,na,na
702,26758,FFT,Capital City Airport,"-84.90470123, 38.18249893",US-KY,na,na,na,na
703,26760,MSC,Falcon Field,"-111.727996826, 33.4608001709",US-AZ,na,na,na,na
704,26762,FRD,Friday Harbor Airport,"-123.024002075, 48.5219993591",US-WA,na,na,na,na
705,26763,FHU,Sierra Vista Municipal Libby Army Air Field,"-110.34400177001953, 31.588499069213867",US-AZ,na,na,na,na
706,26767,FKL,Venango Regional Airport,"-79.8603973389, 41.3778991699",US-PA,na,na,na,0
707,26768,FKN,Franklin Municipal-John Beverly Rose Airport,"-76.9038009644, 36.6981010437",US-VA,na,na,na,na
708,26771,FLD,Fond du Lac County Airport,"-88.48840332030001, 43.7711982727",US-WI,na,na,na,na
709,26772,FLG,Flagstaff Pulliam Airport,"-111.6709976, 35.13850021",US-AZ,na,na,na,0
710,26773,FLL,Fort Lauderdale Hollywood International Airport,"-80.15270233154297, 26.072599411010742",US-FL,na,na,na,0
711,26774,FLO,Florence Regional Airport,"-79.7238998413086, 34.18539810180664",US-SC,na,na,na,0
712,26775,FLP,Marion County Regional Airport,"-92.59030151, 36.29090118",US-AR,na,na,na,na
713,26777,FLU,Flushing Airport,"-73.83260345458984, 40.77870178222656",US-NY,na,na,na,na
714,26778,FLV,Sherman Army Air Field,"-94.9147033691, 39.3683013916",US-KS,na,na,na,na
715,26779,FLX,Fallon Municipal Airport,"-118.749000549, 39.4990997314",US-NV,na,na,na,na
716,26780,FME,Tipton Airport,"-76.7593994141, 39.08539962769999",US-MD,na,na,na,na
717,26781,FMH,Cape Cod Coast Guard Air Station,"-70.5214004517, 41.6584014893",US-MA,na,na,na,na
718,26783,FMN,Four Corners Regional Airport,"-108.230003357, 36.741199493399996",US-NM,na,na,na,0
719,26784,FMY,Page Field,"-81.86329650879999, 26.58659935",US-FL,na,na,na,na
720,26787,FNL,Fort Collins Loveland Municipal Airport,"-105.011001587, 40.4518013",US-CO,na,na,na,0
721,26788,FNT,Bishop International Airport,"-83.74359893798828, 42.96540069580078",US-MI,na,na,na,0
722,26790,FOD,Fort Dodge Regional Airport,"-94.19259644, 42.55149841",US-IA,na,na,na,0
723,26791,FOE,Topeka Regional Airport - Forbes Field,"-95.66359710690001, 38.950901031499995",US-KS,na,na,na,0
724,26792,FOK,Francis S Gabreski Airport,"-72.6317977905, 40.8437004089",US-NY,na,na,na,na
725,26793,FIL,Fillmore Municipal Airport,"-112.362999, 38.95830154",US-UT,na,na,na,na
726,26797,FPR,St Lucie County International Airport,"-80.36830139, 27.49510002",US-FL,na,na,na,na
727,26799,FRG,Republic Airport,"-73.4133987427, 40.7288017273",US-NY,na,na,na,na
728,26800,FRH,French Lick Municipal Airport,"-86.63690185550001, 38.5061988831",US-IN,na,na,na,na
729,26801,FRI,Marshall Army Air Field,"-96.76450348, 39.05530167",US-KS,na,na,na,na
730,26802,FRM,Fairmont Municipal Airport,"-94.4156036377, 43.643901825",US-MN,na,na,na,na
731,26803,FRR,Front Royal Warren County Airport,"-78.25350189210002, 38.9174995422",US-VA,na,na,na,na
732,26804,FSD,Joe Foss Field Airport,"-96.741897583, 43.582000732400004",US-SD,1,1,1,1
733,26806,FSI,Henry Post Army Air Field (Fort Sill),"-98.40219879, 34.64979935",US-OK,na,na,na,na
734,26807,FSK,Fort Scott Municipal Airport,"-94.7694015503, 37.7984008789",US-KS,na,na,na,na
735,26808,FSM,Fort Smith Regional Airport,"-94.36740112304688, 35.33660125732422",US-AR,na,na,na,0
736,26810,FST,Fort Stockton Pecos County Airport,"-102.916000366, 30.9157009125",US-TX,na,na,na,na
737,26811,FSU,Fort Sumner Municipal Airport,"-104.217002869, 34.4833984375",US-NM,na,na,na,na
